id,name,gender,age,degree,stream,college_name,placement_status,salary,gpa,years_of_experience,10th %,SSC Board,12th %,HSC Board,12th Stream,specialisation,Mtech/MS
470,Aiden Davis,Male,24,Bachelor's,Computer Science,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
471,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
472,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
473,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
474,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
475,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
476,Ava Lee,Female,24,Bachelor's,Information Technology,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
477,Liam Perez,Male,25,Bachelor's,Computer Science,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
478,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
479,Alexander Lee,Male,26,Bachelor's,Information Technology,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
480,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
481,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
482,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
483,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
484,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
485,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
486,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
487,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
488,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
489,Ava Lee,Female,24,Bachelor's,Information Technology,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
490,Liam Perez,Male,25,Bachelor's,Computer Science,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
491,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
492,Alexander Lee,Male,26,Bachelor's,Information Technology,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
493,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
494,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
495,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
496,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
497,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
498,Jack Garcia,Male,26,Bachelor's,Information Technology,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
499,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
500,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
501,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
502,Ava Lee,Female,24,Bachelor's,Information Technology,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
503,Liam Perez,Male,25,Bachelor's,Computer Science,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
504,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
505,Alexander Lee,Male,26,Bachelor's,Information Technology,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
506,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
507,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
508,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
509,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
510,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
511,Jack Garcia,Male,26,Bachelor's,Information Technology,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
512,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
513,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
514,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
515,Ava Lee,Female,24,Bachelor's,Information Technology,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
516,Liam Perez,Male,25,Bachelor's,Computer Science,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
517,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
518,Alexander Lee,Male,26,Bachelor's,Information Technology,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
519,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
520,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Michigan--Ann Arbor,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
521,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Virginia,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
522,Aiden Davis,Male,24,Bachelor's,Computer Science,University of California--Los Angeles,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
523,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of California--Berkeley,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
524,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
525,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
526,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
527,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
528,Ava Lee,Female,24,Bachelor's,Information Technology,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
529,Liam Perez,Male,25,Bachelor's,Computer Science,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
530,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
531,Alexander Lee,Male,26,Bachelor's,Information Technology,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
532,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
533,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
534,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
535,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
536,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
537,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
538,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
539,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
540,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
541,Ava Lee,Female,24,Bachelor's,Information Technology,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
542,Liam Perez,Male,25,Bachelor's,Computer Science,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
543,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
544,Alexander Lee,Male,26,Bachelor's,Information Technology,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
545,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of California--Santa Cruz,Placed,60000,3.7,2.17739628040057,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
546,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
547,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
548,Aiden Davis,Male,24,Bachelor's,Computer Science,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
549,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
550,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
551,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
552,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
553,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
554,Ava Lee,Female,24,Bachelor's,Information Technology,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
555,Liam Perez,Male,25,Bachelor's,Computer Science,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
556,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
557,Alexander Lee,Male,26,Bachelor's,Information Technology,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
558,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
559,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
560,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
561,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
562,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
563,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
564,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
565,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
566,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
567,Ava Lee,Female,24,Bachelor's,Information Technology,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
568,Liam Perez,Male,25,Bachelor's,Computer Science,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
569,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
570,Alexander Lee,Male,26,Bachelor's,Information Technology,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
571,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
572,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
573,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
574,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
575,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
576,Jack Garcia,Male,26,Bachelor's,Information Technology,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
577,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
578,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
579,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
580,Ava Lee,Female,24,Bachelor's,Information Technology,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
581,Liam Perez,Male,25,Bachelor's,Computer Science,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
582,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
583,Alexander Lee,Male,26,Bachelor's,Information Technology,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
584,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
585,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
586,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
587,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
588,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
589,Jack Garcia,Male,26,Bachelor's,Information Technology,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
590,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
591,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
592,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
593,Ava Lee,Female,24,Bachelor's,Information Technology,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
594,Liam Perez,Male,25,Bachelor's,Computer Science,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
595,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
596,Alexander Lee,Male,26,Bachelor's,Information Technology,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
597,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
598,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Michigan--Ann Arbor,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
599,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Virginia,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
600,Aiden Davis,Male,24,Bachelor's,Computer Science,University of California--Los Angeles,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
601,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of California--Berkeley,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
602,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
603,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
604,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
605,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
606,Ava Lee,Female,24,Bachelor's,Information Technology,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
607,Liam Perez,Male,25,Bachelor's,Computer Science,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
608,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
609,Alexander Lee,Male,26,Bachelor's,Information Technology,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
610,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
611,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
612,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
613,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
614,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
